,possessionTeam,defensiveTeam,yardlineSide,passResult,offenseFormation,personnelO,personnelD,dropBackType,pff_passCoverage,pff_passCoverageType
5339,ARI,SF,SF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
5340,ARI,SF,SF,S,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
5341,ARI,SF,ARI,I,SHOTGUN,"1 RB, 0 TE, 4 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
5342,ARI,SF,ARI,C,SHOTGUN,"1 RB, 0 TE, 4 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
5343,SF,ARI,SF,I,PISTOL,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",SCRAMBLE,Quarters,Zone
5344,SF,ARI,SF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
5345,SF,ARI,ARI,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",UNKNOWN,Cover-3,Zone
5346,SF,ARI,SF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 5 LB, 5 DB",TRADITIONAL,Cover-3,Zone
5347,SF,ARI,ARI,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-0,Man
5348,SF,ARI,ARI,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-6,Zone
5349,SF,ARI,ARI,S,SHOTGUN,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",TRADITIONAL,Cover-2,Zone
5350,SF,ARI,ARI,I,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 5 LB, 5 DB",SCRAMBLE,Cover-2,Zone
5351,ARI,SF,ARI,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
5352,ARI,SF,ARI,C,SHOTGUN,"2 RB, 0 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-3,Zone
5353,SF,ARI,SF,I,SHOTGUN,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",SCRAMBLE,Quarters,Zone
5354,SF,ARI,SF,R,SHOTGUN,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",UNKNOWN,Cover-2,Zone
5355,SF,ARI,SF,C,EMPTY,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",TRADITIONAL,Quarters,Zone
5356,ARI,SF,ARI,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
5357,ARI,SF,ARI,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-3,Zone
5358,ARI,SF,UNK,I,SHOTGUN,"1 RB, 0 TE, 4 WR","4 DL, 1 LB, 6 DB",SCRAMBLE,Cover-3,Zone
5359,SF,ARI,SF,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",TRADITIONAL,Cover-3,Zone
5360,SF,ARI,SF,R,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 5 LB, 5 DB",SCRAMBLE,Cover-3,Zone
5361,SF,ARI,SF,R,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",SCRAMBLE,Cover-6,Zone
5362,SF,ARI,SF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 5 LB, 5 DB",TRADITIONAL,Cover-3,Zone
5363,SF,ARI,SF,I,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-3,Zone
5364,SF,ARI,ARI,I,EMPTY,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-0,Man
5365,SF,ARI,ARI,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-1,Man
5366,ARI,SF,SF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Quarters,Zone
5367,SF,ARI,SF,C,PISTOL,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",SCRAMBLE,Cover-3,Zone
5368,SF,ARI,ARI,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Quarters,Zone
5369,SF,ARI,ARI,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-1,Man
5370,SF,ARI,ARI,I,EMPTY,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-0,Man
5371,ARI,SF,ARI,C,SHOTGUN,"6 OL, 1 RB, 2 TE, 1 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-3,Zone
5372,DAL,NYG,DAL,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",TRADITIONAL,Cover-3,Zone
5373,DAL,NYG,NYG,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
5374,NYG,DAL,DAL,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Cover-3,Zone
5375,NYG,DAL,DAL,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
5376,NYG,DAL,DAL,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 1 LB, 6 DB",SCRAMBLE,Cover-3,Zone
5377,DAL,NYG,NYG,C,SHOTGUN,"6 OL, 1 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",UNKNOWN,Cover-3,Zone
5378,DAL,NYG,NYG,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-6,Zone
5379,DAL,NYG,NYG,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,Cover-3,Zone
5380,DAL,NYG,NYG,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Red Zone,Other
5381,NYG,DAL,NYG,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
5382,NYG,DAL,NYG,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",SCRAMBLE,Cover-1,Man
5383,DAL,NYG,NYG,R,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",SCRAMBLE,Cover-2,Zone
5384,DAL,NYG,NYG,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-6,Zone
5385,DAL,NYG,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Bracket,Other
5386,NYG,DAL,NYG,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-1,Man
5387,DAL,NYG,DAL,C,SHOTGUN,"2 RB, 1 TE, 2 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Quarters,Zone
5388,DAL,NYG,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-1,Man
5389,NYG,DAL,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",SCRAMBLE,Cover-1,Man
5390,NYG,DAL,DAL,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
5391,NYG,DAL,DAL,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-1,Man
5392,DAL,NYG,DAL,C,EMPTY,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",TRADITIONAL,Cover-3,Zone
5393,DAL,NYG,DAL,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-3,Zone
5394,NYG,DAL,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
5395,NYG,DAL,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",SCRAMBLE,Cover-2,Zone
5396,NYG,DAL,DAL,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-3,Zone
5397,DAL,NYG,DAL,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",TRADITIONAL,Quarters,Zone
5398,DAL,NYG,DAL,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",TRADITIONAL,Cover-1,Man
5399,DAL,NYG,NYG,S,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-2,Zone
5400,DAL,NYG,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-3,Zone
5401,DAL,NYG,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-3,Zone
5402,DAL,NYG,NYG,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Quarters,Zone
5403,DAL,NYG,NYG,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-1,Man
5404,NYG,DAL,NYG,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,Cover-3,Zone
5405,NYG,DAL,DAL,R,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",UNKNOWN,Cover-1,Man
5406,DAL,NYG,DAL,I,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",TRADITIONAL,Cover-3,Zone
5407,DAL,NYG,DAL,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",SCRAMBLE,2-Man,Man
5408,DAL,NYG,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-3,Zone
5409,DAL,NYG,NYG,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",SCRAMBLE,Cover-0,Man
5410,DAL,NYG,NYG,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",UNKNOWN,Cover-0,Man
5411,DAL,NYG,NYG,C,SINGLEBACK,"2 RB, 1 TE, 2 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Red Zone,Other
5412,NYG,DAL,NYG,IN,SINGLEBACK,"1 RB, 3 TE, 1 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
5413,DAL,NYG,DAL,C,SHOTGUN,"0 RB, 0 TE, 5 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
5414,DAL,NYG,DAL,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",UNKNOWN,Cover-1,Man
5415,DAL,NYG,NYG,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-1,Man
5416,DAL,NYG,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",TRADITIONAL,Quarters,Zone
5417,NYG,DAL,NYG,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
5418,NYG,DAL,DAL,C,SINGLEBACK,"1 RB, 3 TE, 1 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
5419,NYG,DAL,DAL,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Red Zone,Other
5420,DAL,NYG,DAL,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-3,Zone
5421,DAL,NYG,DAL,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",TRADITIONAL,Cover-3,Zone
5422,NYG,DAL,NYG,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Cover-1,Man
5423,NYG,DAL,NYG,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
5424,NYG,DAL,NYG,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
5425,NYG,DAL,DAL,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
5426,NYG,DAL,DAL,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",UNKNOWN,Cover-2,Zone
5427,NYG,DAL,DAL,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
5428,NYG,DAL,DAL,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
5429,NYG,DAL,DAL,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
5430,NYG,DAL,DAL,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",UNKNOWN,Cover-1,Man
5431,NYG,DAL,DAL,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
5432,NYG,DAL,DAL,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Red Zone,Other
5433,NYG,DAL,DAL,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-0,Man
5434,NYG,DAL,DAL,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Red Zone,Other
5435,DAL,NYG,NYG,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,Cover-3,Zone
5436,DAL,NYG,NYG,I,SINGLEBACK,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",TRADITIONAL,Cover-0,Man
5437,NYG,DAL,NYG,I,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 2 LB, 6 DB",TRADITIONAL,Cover-3,Zone
5438,NYG,DAL,NYG,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 2 LB, 6 DB",TRADITIONAL,2-Man,Man
5439,NYG,DAL,NYG,IN,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 2 LB, 6 DB",TRADITIONAL,Cover-1,Man
5440,KC,BUF,KC,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,2-Man,Man
5441,KC,BUF,KC,I,I_FORM,"2 RB, 2 TE, 1 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
5442,KC,BUF,KC,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
5443,KC,BUF,KC,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",SCRAMBLE,Cover-1,Man
5444,KC,BUF,BUF,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Cover-2,Zone
5445,KC,BUF,BUF,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",UNKNOWN,Cover-2,Zone
5446,KC,BUF,BUF,R,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Quarters,Zone
5447,KC,BUF,BUF,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",UNKNOWN,Cover-1,Man
5448,KC,BUF,BUF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
5449,KC,BUF,BUF,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Quarters,Zone
5450,KC,BUF,BUF,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,2-Man,Man
5451,BUF,KC,KC,C,SHOTGUN,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-3,Zone
5452,BUF,KC,KC,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",SCRAMBLE,Cover-1,Man
5453,BUF,KC,KC,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
5454,BUF,KC,KC,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",SCRAMBLE,Cover-3,Zone
5455,KC,BUF,KC,R,PISTOL,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Quarters,Zone
5456,KC,BUF,KC,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Cover-6,Zone
5457,KC,BUF,UNK,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",UNKNOWN,Cover-1,Man
5458,KC,BUF,BUF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Quarters,Zone
5459,KC,BUF,BUF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
5460,KC,BUF,BUF,S,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Red Zone,Other
5461,KC,BUF,BUF,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,Red Zone,Other
5462,BUF,KC,BUF,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-2,Zone
5463,BUF,KC,BUF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
5464,BUF,KC,BUF,C,I_FORM,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-3,Zone
5465,BUF,KC,KC,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-6,Zone
5466,KC,BUF,KC,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",DESIGNED_ROLLOUT_LEFT,2-Man,Man
5467,BUF,KC,BUF,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",SCRAMBLE,Cover-1,Man
5468,BUF,KC,BUF,C,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",TRADITIONAL,Cover-2,Zone
5469,BUF,KC,KC,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
5470,BUF,KC,KC,I,SHOTGUN,"1 RB, 0 TE, 4 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
5471,KC,BUF,KC,R,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Quarters,Zone
5472,KC,BUF,BUF,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
5473,KC,BUF,BUF,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
5474,KC,BUF,BUF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",SCRAMBLE,Cover-2,Zone
5475,KC,BUF,BUF,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-1,Man
5476,BUF,KC,BUF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",SCRAMBLE,Cover-1,Man
5477,KC,BUF,KC,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Quarters,Zone
5478,KC,BUF,KC,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",SCRAMBLE,2-Man,Man
5479,KC,BUF,KC,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-1,Man
5480,KC,BUF,KC,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-2,Zone
5481,KC,BUF,BUF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",UNKNOWN,2-Man,Man
5482,KC,BUF,BUF,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-2,Zone
5483,KC,BUF,BUF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Quarters,Zone
5484,KC,BUF,BUF,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-2,Zone
5485,BUF,KC,BUF,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
5486,KC,BUF,KC,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
5487,KC,BUF,KC,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
5488,KC,BUF,KC,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",SCRAMBLE,Cover-1,Man
5489,BUF,KC,BUF,C,SINGLEBACK,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Quarters,Zone
5490,BUF,KC,KC,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Quarters,Zone
5491,BUF,KC,KC,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-0,Man
5492,KC,BUF,KC,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
5493,KC,BUF,KC,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
5494,KC,BUF,KC,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-1,Man
5495,KC,BUF,KC,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,Cover-2,Zone
5496,KC,BUF,KC,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
5497,KC,BUF,KC,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,2-Man,Man
5498,KC,BUF,KC,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",UNKNOWN,Cover-1,Man
5499,KC,BUF,KC,C,SHOTGUN,"1 RB, 3 TE, 1 WR","4 DL, 2 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,Quarters,Zone
5500,KC,BUF,BUF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-6,Zone
5501,KC,BUF,BUF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
5502,BUF,KC,BUF,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-0,Man
5503,KC,BUF,KC,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
5504,KC,BUF,BUF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
5505,KC,BUF,BUF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
5506,KC,BUF,BUF,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",UNKNOWN,Quarters,Zone
5507,KC,BUF,BUF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,Quarters,Zone
5508,KC,BUF,BUF,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Red Zone,Other
5509,BUF,KC,BUF,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",UNKNOWN,Quarters,Zone
5510,BUF,KC,BUF,IN,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",UNKNOWN,Cover-3,Zone
5511,BUF,KC,BUF,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",SCRAMBLE,Cover-0,Man
5512,BUF,KC,BUF,I,I_FORM,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Quarters,Zone
5513,BUF,KC,BUF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-0,Man
5514,BUF,KC,KC,C,EMPTY,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-1,Man
5515,KC,BUF,KC,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-2,Zone
5516,KC,BUF,KC,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Quarters,Zone
5517,KC,BUF,KC,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-1,Man
