,quarter,down,yardsToGo,yardlineNumber,preSnapHomeScore,preSnapVisitorScore,penaltyYards,prePenaltyPlayResult,playResult,absoluteYardlineNumber,defendersInBox,pff_playAction,Inj_Occured,foul_on_play,frac_quarter_elapsed
4375,2,2,6,36,7,3,0.0,12,12,74.0,7.0,0,1,0,0.7
4376,2,2,11,47,7,3,0.0,-6,-6,63.0,6.0,0,0,0,0.78
4377,2,1,10,5,7,3,0.0,4,4,15.0,7.0,0,0,0,0.88
4378,2,2,6,9,7,3,0.0,28,28,19.0,5.0,0,0,0,0.91
4379,2,1,10,37,7,3,0.0,26,26,47.0,5.0,0,0,0,0.92
4380,2,1,10,37,7,3,0.0,11,11,73.0,5.0,0,0,0,0.94
4381,2,1,10,26,7,3,0.0,0,0,84.0,6.0,0,0,0,0.97
4382,2,2,10,26,7,3,0.0,0,0,84.0,5.0,0,0,0,0.97
4383,2,3,10,26,7,3,0.0,0,0,84.0,6.0,0,0,0,0.98
4384,3,2,6,18,7,6,0.0,0,0,92.0,8.0,0,0,0,0.050000000000000044
4385,3,3,6,18,7,6,-9.0,44,-9,92.0,7.0,0,0,1,0.050000000000000044
4386,3,1,10,38,7,6,0.0,9,9,72.0,8.0,1,0,0,0.15000000000000002
4387,3,1,10,28,7,6,0.0,0,-4,82.0,6.0,0,0,0,0.25
4388,3,3,2,40,7,6,0.0,0,0,70.0,7.0,0,0,0,0.33999999999999997
4389,3,2,6,27,7,6,0.0,-6,-6,37.0,7.0,1,0,0,0.39
4390,3,3,12,21,7,6,0.0,-9,-9,31.0,6.0,0,0,0,0.43999999999999995
4391,3,1,10,20,7,6,0.0,0,0,30.0,6.0,1,0,0,0.6699999999999999
4392,3,2,10,20,7,6,0.0,9,9,30.0,6.0,0,0,0,0.6799999999999999
4393,3,1,10,23,7,13,0.0,21,21,33.0,5.0,0,0,0,0.78
4394,3,1,10,44,7,13,0.0,13,13,54.0,8.0,1,0,0,0.8200000000000001
4395,3,1,10,43,7,13,0.0,5,5,67.0,6.0,0,0,0,0.86
4396,3,2,5,38,7,13,0.0,10,10,72.0,7.0,1,0,0,0.89
4397,3,1,10,28,7,13,0.0,12,12,82.0,8.0,1,0,0,0.94
4398,4,1,1,1,7,13,0.0,1,1,11.0,11.0,1,0,0,0.0
4399,4,3,3,31,14,13,0.0,7,7,41.0,5.0,0,0,0,0.08999999999999997
4400,4,2,6,42,14,13,0.0,0,0,52.0,6.0,0,0,0,0.16000000000000003
4401,4,3,6,42,14,13,0.0,6,6,52.0,5.0,0,0,0,0.16000000000000003
4402,4,2,9,24,14,13,0.0,0,0,86.0,6.0,0,0,0,0.36
4403,4,3,9,24,14,13,0.0,18,18,86.0,7.0,0,0,0,0.36
4404,4,2,8,8,14,13,0.0,0,0,102.0,6.0,0,0,0,0.44999999999999996
4405,4,3,8,8,14,13,0.0,0,0,102.0,5.0,0,0,0,0.45999999999999996
4406,4,1,10,25,14,16,0.0,12,12,85.0,7.0,1,0,0,0.47
4407,4,1,10,37,14,16,0.0,3,3,73.0,8.0,0,0,0,0.51
4408,4,2,7,40,14,16,0.0,21,21,70.0,6.0,0,0,0,0.56
4409,4,1,9,9,14,16,0.0,0,0,19.0,7.0,0,0,0,0.63
4410,4,2,9,9,14,16,0.0,0,0,19.0,8.0,1,0,0,0.64
4411,4,1,10,25,17,16,31.0,0,31,35.0,5.0,0,0,1,0.7
4412,4,2,7,41,17,16,-10.0,4,-10,69.0,6.0,0,0,1,0.75
4413,4,2,17,49,17,16,0.0,11,11,59.0,6.0,0,1,0,0.76
4414,4,3,6,40,17,16,0.0,8,8,70.0,5.0,0,0,0,0.8
4415,4,2,8,30,17,16,0.0,0,0,80.0,6.0,0,0,0,0.85
4416,4,3,8,30,17,16,0.0,0,0,80.0,4.0,0,0,0,0.86
4417,4,1,10,25,17,19,20.0,0,20,85.0,6.0,0,0,1,0.87
4418,4,1,10,45,17,19,0.0,9,9,65.0,6.0,0,0,0,0.87
4419,4,2,6,49,17,19,0.0,7,7,61.0,6.0,0,0,0,0.92
4420,4,1,10,44,17,19,0.0,0,0,54.0,7.0,0,0,0,0.92
4421,4,2,10,44,17,19,0.0,7,7,54.0,5.0,0,0,0,0.9299999999999999
4422,4,3,3,37,17,19,0.0,0,0,47.0,5.0,0,0,0,0.9299999999999999
4423,1,1,10,25,0,0,0.0,5,5,35.0,5.0,0,0,0,0.0
4424,1,1,15,32,0,0,0.0,4,4,42.0,6.0,0,0,0,0.08999999999999997
4425,1,2,6,41,0,0,0.0,22,22,51.0,8.0,0,0,0,0.14
4426,1,1,10,20,0,0,0.0,7,7,90.0,7.0,0,0,0,0.26
4427,1,3,4,14,0,0,0.0,7,7,96.0,6.0,0,0,0,0.33999999999999997
4428,1,3,4,4,0,0,0.0,4,4,106.0,6.0,0,0,0,0.45999999999999996
4429,1,3,7,33,7,0,0.0,0,0,77.0,6.0,0,0,0,0.56
4430,1,1,10,24,7,0,0.0,0,0,34.0,7.0,1,0,0,0.5800000000000001
4431,1,3,5,29,7,0,0.0,0,0,39.0,5.0,0,0,0,0.62
4432,1,1,10,23,7,0,0.0,0,0,87.0,6.0,1,0,0,0.64
4433,1,2,10,23,7,0,0.0,4,4,87.0,7.0,0,0,0,0.64
4434,1,3,6,27,7,0,0.0,-12,-12,83.0,5.0,0,0,0,0.69
4435,1,1,10,39,7,0,0.0,-5,-5,71.0,6.0,1,0,0,0.77
4436,1,2,15,44,7,0,0.0,0,0,66.0,5.0,0,0,0,0.8200000000000001
4437,1,3,15,44,7,0,0.0,3,3,66.0,3.0,0,0,0,0.8200000000000001
4438,1,1,15,36,7,0,0.0,-10,-10,74.0,7.0,0,0,0,0.87
4439,1,3,22,29,7,0,0.0,12,12,81.0,4.0,0,0,0,0.96
4440,2,3,2,18,7,0,0.0,0,0,92.0,5.0,0,0,0,0.08999999999999997
4441,2,4,3,37,7,0,0.0,0,0,73.0,6.0,0,0,0,0.21999999999999997
4442,2,1,10,37,7,0,0.0,5,5,73.0,6.0,1,0,0,0.22999999999999998
4443,2,3,8,39,7,0,0.0,5,5,71.0,5.0,0,0,0,0.30000000000000004
4444,2,1,10,15,7,0,0.0,5,5,25.0,5.0,0,0,0,0.36
4445,2,2,5,20,7,0,0.0,0,0,30.0,7.0,1,0,0,0.39
4446,2,3,5,20,7,0,-15.0,21,21,30.0,6.0,0,0,1,0.39
4447,2,1,10,26,7,0,0.0,0,0,36.0,7.0,0,0,0,0.42000000000000004
4448,2,2,10,26,7,0,0.0,0,0,36.0,6.0,0,0,0,0.42000000000000004
4449,2,3,10,26,7,0,0.0,7,7,36.0,6.0,0,0,0,0.42000000000000004
4450,2,1,10,20,7,0,0.0,11,11,90.0,8.0,1,0,0,0.48
4451,2,2,2,46,7,0,0.0,34,34,56.0,7.0,1,0,0,0.5800000000000001
4452,2,2,8,10,7,0,0.0,0,0,20.0,7.0,0,0,0,0.6699999999999999
4453,2,3,8,10,7,0,0.0,10,10,20.0,6.0,0,0,0,0.71
4454,2,2,8,33,14,0,0.0,9,9,77.0,5.0,0,0,0,0.86
4455,2,1,10,47,14,0,0.0,0,0,57.0,5.0,0,0,0,0.89
4456,2,2,10,47,14,0,0.0,4,4,57.0,6.0,0,0,0,0.9
4457,2,3,6,43,14,0,0.0,7,7,53.0,6.0,0,0,0,0.9
4458,2,1,10,36,14,0,0.0,13,13,46.0,6.0,0,0,0,0.9299999999999999
4459,2,1,10,23,14,0,0.0,9,9,33.0,5.0,0,0,0,0.95
4460,2,2,1,14,14,0,0.0,14,14,24.0,6.0,0,0,0,0.96
4461,3,1,10,22,21,0,0.0,0,0,88.0,5.0,0,0,0,0.010000000000000009
4462,3,2,10,22,21,0,15.0,15,30,88.0,6.0,0,0,1,0.040000000000000036
4463,3,2,3,41,21,0,0.0,8,8,51.0,6.0,0,0,0,0.13
4464,3,2,9,22,21,0,0.0,8,8,32.0,6.0,0,0,0,0.25
4465,3,1,10,12,21,0,0.0,-3,-3,22.0,6.0,0,0,0,0.30000000000000004
4466,3,2,13,15,21,0,0.0,5,5,25.0,6.0,0,0,0,0.35
4467,3,3,8,10,21,0,0.0,10,10,20.0,6.0,0,0,0,0.39
4468,3,1,10,37,21,7,0.0,0,0,47.0,6.0,1,0,0,0.49
4469,3,1,10,49,21,7,0.0,0,0,61.0,8.0,1,0,0,0.62
4470,3,1,10,19,21,7,0.0,9,9,91.0,5.0,0,0,0,0.69
4471,3,2,1,28,21,7,45.0,0,45,82.0,6.0,0,0,1,0.73
4472,3,2,10,27,21,7,0.0,18,18,37.0,6.0,1,0,0,0.78
4473,3,2,3,3,21,7,0.0,0,0,13.0,7.0,1,0,0,0.87
4474,3,3,3,3,21,7,0.0,3,3,13.0,6.0,0,0,0,0.88
4475,3,1,10,15,21,14,0.0,9,9,25.0,6.0,0,0,0,0.89
4476,3,2,10,26,21,14,0.0,15,15,36.0,6.0,0,0,0,0.97
4477,4,1,10,48,21,14,0.0,0,0,58.0,8.0,1,1,0,0.07999999999999996
4478,4,2,10,48,21,14,0.0,0,0,58.0,6.0,0,0,0,0.07999999999999996
4479,4,3,10,48,21,14,0.0,0,0,58.0,5.0,0,0,1,0.08999999999999997
4480,4,1,10,14,21,14,0.0,51,51,24.0,7.0,1,0,0,0.09999999999999998
4481,4,3,3,28,21,14,0.0,-6,-6,82.0,6.0,0,0,0,0.24
4482,4,3,2,50,21,14,0.0,0,0,60.0,6.0,0,0,0,0.37
4483,4,4,2,50,21,14,0.0,13,13,60.0,5.0,0,0,0,0.37
4484,4,1,10,17,21,14,0.0,6,6,27.0,7.0,0,0,0,0.5900000000000001
4485,4,1,10,25,28,14,0.0,5,5,35.0,5.0,0,0,0,0.64
4486,4,2,5,30,28,14,0.0,0,0,40.0,6.0,0,0,0,0.6799999999999999
4487,4,3,5,30,28,14,0.0,4,4,40.0,5.0,0,0,0,0.6799999999999999
4488,4,4,1,34,28,14,0.0,3,3,44.0,6.0,1,0,0,0.71
4489,4,1,10,37,28,14,15.0,0,15,47.0,5.0,0,0,1,0.73
4490,4,1,10,48,28,14,0.0,1,1,62.0,5.0,0,0,0,0.74
4491,4,2,9,47,28,14,0.0,0,0,63.0,4.0,0,0,0,0.78
4492,4,1,10,10,28,14,0.0,0,0,20.0,6.0,0,0,0,0.88
4493,4,2,10,10,28,14,0.0,3,3,20.0,4.0,0,0,0,0.88
4494,4,3,7,13,28,14,0.0,0,0,23.0,5.0,0,0,0,0.91
4495,4,4,7,13,28,14,0.0,0,0,23.0,6.0,0,0,0,0.92
4496,1,2,11,15,0,0,0.0,16,16,25.0,6.0,0,0,0,0.030000000000000027
4497,1,3,5,36,0,0,0.0,0,0,46.0,6.0,0,0,0,0.16000000000000003
4498,1,1,10,25,0,0,0.0,25,25,85.0,6.0,1,0,0,0.18000000000000005
4499,1,2,7,47,0,0,0.0,4,4,57.0,5.0,0,0,0,0.24
4500,1,3,3,43,0,0,0.0,0,0,53.0,6.0,0,0,0,0.28
4501,1,1,10,23,0,0,0.0,9,9,33.0,4.0,0,0,0,0.33999999999999997
4502,1,1,10,35,0,0,0.0,4,4,45.0,6.0,0,0,0,0.43000000000000005
4503,1,1,10,32,0,0,0.0,0,0,78.0,7.0,0,0,0,0.5700000000000001
4504,1,2,10,32,0,0,5.0,0,5,78.0,6.0,1,0,1,0.5700000000000001
4505,1,2,9,38,0,0,0.0,25,25,72.0,5.0,0,0,0,0.62
4506,1,1,10,40,0,0,0.0,0,0,50.0,7.0,1,0,0,0.83
4507,1,1,10,43,0,0,0.0,-7,-7,67.0,6.0,1,0,0,0.87
4508,1,2,17,50,0,0,0.0,17,17,60.0,6.0,0,0,0,0.92
4509,1,1,10,33,0,0,0.0,25,25,77.0,4.0,0,0,0,0.96
4510,2,2,8,8,0,0,0.0,0,0,18.0,6.0,0,0,0,0.0
4511,2,1,10,20,0,0,0.0,7,7,30.0,6.0,1,0,0,0.010000000000000009
4512,2,2,8,33,0,0,0.0,0,0,43.0,4.0,0,0,0,0.13
4513,2,1,10,48,0,0,0.0,0,0,62.0,8.0,1,0,0,0.14
4514,2,2,10,48,0,0,0.0,5,5,62.0,6.0,0,0,0,0.15000000000000002
4515,2,1,10,31,0,0,47.0,0,47,41.0,6.0,1,0,1,0.32999999999999996
4516,2,2,7,19,0,0,0.0,19,19,91.0,5.0,0,0,0,0.39
4517,2,2,7,48,7,0,0.0,9,9,62.0,6.0,1,0,0,0.55
4518,2,2,4,37,7,0,0.0,5,5,47.0,4.0,0,0,0,0.64
4519,2,1,10,32,7,0,0.0,8,8,42.0,4.0,0,0,0,0.69
4520,2,1,10,21,7,0,0.0,6,6,31.0,7.0,1,0,0,0.85
4521,2,1,10,28,7,3,0.0,29,29,38.0,5.0,0,0,0,0.9299999999999999
4522,2,2,6,39,7,3,15.0,0,15,71.0,4.0,0,0,1,0.97
4523,2,1,10,24,7,3,0.0,9,9,86.0,5.0,0,0,0,0.98
4524,2,2,1,15,7,3,-10.0,15,-10,95.0,5.0,0,0,1,0.98
4525,2,2,11,25,7,3,0.0,8,8,85.0,3.0,0,0,0,0.99
4526,3,1,10,26,7,3,0.0,13,13,36.0,7.0,1,0,0,0.010000000000000009
4527,3,2,6,43,7,3,0.0,5,5,53.0,6.0,1,0,0,0.07999999999999996
4528,3,2,10,49,7,3,0.0,-12,-12,61.0,6.0,0,0,0,0.16000000000000003
4529,3,1,10,4,7,3,0.0,7,7,106.0,6.0,0,0,0,0.26
4530,3,2,3,11,7,3,0.0,0,0,99.0,6.0,0,0,0,0.31000000000000005
4531,3,3,3,11,7,3,0.0,9,9,99.0,6.0,0,0,0,0.31000000000000005
4532,3,1,10,20,7,3,0.0,0,0,90.0,4.0,0,0,0,0.36
4533,3,2,10,20,7,3,0.0,0,0,90.0,6.0,0,0,0,0.36
4534,3,3,10,20,7,3,0.0,68,68,90.0,6.0,0,0,0,0.37
4535,3,2,14,36,7,9,0.0,0,0,46.0,6.0,0,0,0,0.51
4536,3,1,10,18,7,9,0.0,0,0,92.0,4.0,0,0,0,0.54
4537,3,2,10,18,7,9,0.0,20,20,92.0,7.0,0,0,0,0.55
4538,3,1,10,38,7,9,0.0,20,20,72.0,5.0,0,0,0,0.5800000000000001
4539,3,1,10,13,7,9,0.0,13,13,23.0,6.0,0,0,0,0.6799999999999999
4540,3,2,6,29,7,16,0.0,1,1,39.0,6.0,0,0,0,0.71
4541,3,3,5,30,7,16,0.0,-9,-9,40.0,5.0,0,0,0,0.76
4542,3,2,7,14,7,16,0.0,23,23,96.0,6.0,1,0,0,0.86
4543,4,3,3,44,7,16,0.0,0,0,54.0,5.0,0,0,0,0.0
4544,4,2,8,4,7,16,13.0,0,13,106.0,5.0,0,0,1,0.050000000000000044
4545,4,1,10,17,7,16,0.0,17,17,93.0,5.0,0,0,0,0.06000000000000005
4546,4,1,10,34,7,16,0.0,8,8,76.0,5.0,0,0,0,0.08999999999999997
4547,4,1,10,44,7,16,0.0,6,6,66.0,5.0,0,0,0,0.17000000000000004
4548,4,2,4,50,7,16,0.0,3,3,60.0,5.0,0,0,0,0.20999999999999996
4549,4,2,9,44,7,16,0.0,21,21,54.0,6.0,0,0,0,0.32999999999999996
4550,4,1,10,23,7,16,0.0,23,23,33.0,5.0,0,0,0,0.37
4551,4,2,9,28,14,16,0.0,24,24,38.0,7.0,1,0,0,0.43000000000000005
4552,4,1,10,48,14,16,0.0,33,33,62.0,5.0,0,0,0,0.45999999999999996
4553,4,2,10,15,14,16,0.0,13,13,95.0,5.0,0,0,0,0.56
4554,4,2,5,45,14,23,0.0,7,7,65.0,5.0,0,0,0,0.63
4555,4,1,15,47,14,23,0.0,0,0,63.0,6.0,0,0,0,0.6699999999999999
4556,4,2,15,47,14,23,0.0,5,5,63.0,6.0,0,0,0,0.6699999999999999
4557,4,3,10,48,14,23,0.0,14,14,58.0,5.0,0,0,0,0.72
4558,4,1,10,34,14,23,0.0,0,0,44.0,4.0,0,0,0,0.75
4559,4,1,10,14,14,23,0.0,0,0,24.0,7.0,0,0,0,0.79
4560,4,2,10,14,14,23,0.0,0,0,24.0,7.0,0,0,0,0.8
4561,4,3,10,14,14,23,0.0,0,0,24.0,6.0,0,0,0,0.8
4562,4,3,8,36,17,23,0.0,0,0,46.0,5.0,0,0,0,0.84
4563,4,1,10,16,17,23,0.0,0,0,94.0,5.0,0,0,0,0.86
4564,4,1,10,25,17,26,0.0,0,0,85.0,6.0,0,0,0,0.97
4565,4,2,15,20,17,26,0.0,12,12,90.0,6.0,0,0,0,0.98
4566,4,3,3,32,17,26,0.0,13,13,78.0,4.0,0,0,0,0.99
4567,1,1,10,25,0,0,0.0,0,0,35.0,7.0,1,0,0,0.0
4568,1,2,9,36,0,0,0.0,0,0,46.0,7.0,1,0,0,0.13
4569,1,3,9,36,0,0,15.0,0,15,46.0,7.0,0,0,1,0.14
4570,1,2,4,43,0,0,0.0,0,0,67.0,8.0,1,0,0,0.18999999999999995
4571,1,3,4,43,0,0,0.0,3,3,67.0,7.0,0,0,0,0.18999999999999995
4572,1,2,10,28,0,0,0.0,16,16,82.0,6.0,0,0,0,0.29000000000000004
4573,1,2,9,11,0,0,0.0,0,0,99.0,7.0,0,0,0,0.35
4574,1,2,5,30,3,0,0.0,3,3,80.0,7.0,1,0,0,0.45999999999999996
4575,1,3,2,33,3,0,0.0,0,0,77.0,7.0,0,0,0,0.51
4576,1,3,1,25,3,0,0.0,14,14,35.0,7.0,0,0,0,0.6
4577,1,2,10,39,3,0,0.0,18,18,49.0,6.0,1,0,0,0.7
4578,1,2,7,40,3,0,0.0,22,22,70.0,5.0,1,0,0,0.78
4579,1,1,10,18,3,0,0.0,16,16,92.0,7.0,1,0,0,0.83
4580,1,1,2,2,3,0,0.0,2,2,108.0,11.0,1,0,0,0.88
4581,1,1,10,28,10,0,0.0,0,0,82.0,7.0,1,0,0,0.89
4582,1,3,13,25,10,0,0.0,11,11,85.0,4.0,0,0,0,0.94
4583,2,2,9,24,10,0,0.0,13,13,86.0,8.0,1,0,0,0.050000000000000044
4584,2,3,1,46,10,0,15.0,22,37,64.0,6.0,1,0,1,0.17000000000000004
4585,2,2,10,17,10,0,0.0,0,0,27.0,8.0,1,0,0,0.25
4586,2,3,10,17,10,0,0.0,17,17,27.0,6.0,0,0,0,0.26
4587,2,1,10,25,17,0,0.0,0,0,35.0,7.0,1,0,0,0.27
4588,2,2,10,25,17,0,0.0,0,0,35.0,7.0,1,0,0,0.27
4589,2,1,10,34,17,0,0.0,5,5,44.0,7.0,1,0,0,0.28
4590,2,2,5,29,17,0,0.0,16,16,39.0,6.0,0,0,0,0.32999999999999996
4591,2,2,8,15,17,0,0.0,14,14,25.0,7.0,0,0,0,0.38
4592,2,2,3,36,17,0,0.0,0,0,46.0,6.0,1,0,0,0.43999999999999995
4593,2,3,3,36,17,0,10.0,0,10,46.0,7.0,0,0,1,0.44999999999999996
4594,2,1,10,42,17,0,0.0,1,1,68.0,7.0,1,0,0,0.5900000000000001
4595,2,2,9,41,17,0,0.0,0,0,69.0,6.0,0,0,0,0.64
4596,2,3,9,41,17,0,0.0,13,13,69.0,6.0,0,0,0,0.65
4597,2,3,10,16,17,0,0.0,3,3,94.0,6.0,0,0,0,0.8
4598,2,2,2,32,17,3,0.0,0,0,78.0,6.0,0,0,0,0.87
4599,2,3,2,32,17,3,0.0,6,6,78.0,5.0,0,0,0,0.87
4600,2,1,10,38,17,3,0.0,10,10,72.0,4.0,0,0,0,0.89
4601,2,2,6,48,17,3,0.0,0,0,58.0,7.0,0,0,0,0.94
4602,2,3,6,48,17,3,8.0,0,8,58.0,5.0,0,0,1,0.94
4603,2,1,10,40,17,3,0.0,0,0,50.0,5.0,0,0,0,0.95
4604,2,2,10,40,17,3,0.0,0,0,50.0,5.0,0,0,0,0.95
4605,2,3,10,40,17,3,0.0,6,6,50.0,5.0,0,0,0,0.96
4606,3,2,7,28,20,9,0.0,12,12,38.0,7.0,1,0,0,0.31000000000000005
4607,3,1,10,40,20,9,0.0,0,0,50.0,7.0,1,0,0,0.36
4608,3,2,10,40,20,9,0.0,0,0,50.0,5.0,0,0,0,0.39
4609,3,3,10,40,20,9,0.0,0,0,50.0,6.0,0,0,0,0.4
4610,3,1,10,36,20,9,0.0,14,14,74.0,7.0,1,0,0,0.42000000000000004
4611,3,2,9,49,20,9,0.0,0,0,59.0,7.0,1,0,0,0.5
4612,3,3,9,49,20,9,0.0,4,4,59.0,7.0,0,0,0,0.51
4613,3,2,10,26,20,9,0.0,0,0,36.0,7.0,1,0,0,0.64
4614,3,3,10,26,20,9,0.0,13,13,36.0,5.0,0,0,0,0.64
4615,3,2,5,44,20,9,0.0,17,17,54.0,6.0,0,0,0,0.72
4616,3,3,2,31,20,9,0.0,7,7,79.0,6.0,1,0,0,0.81
4617,3,3,11,19,20,9,0.0,0,0,91.0,7.0,0,0,1,0.9299999999999999
4618,4,2,6,35,20,9,0.0,5,5,75.0,8.0,1,0,0,0.0
4619,4,2,9,42,20,9,0.0,12,12,68.0,6.0,0,0,0,0.13
4620,4,2,7,43,20,9,-10.0,29,-10,53.0,7.0,1,0,1,0.21999999999999997
4621,4,2,17,47,20,9,0.0,9,9,63.0,6.0,0,0,0,0.26
4622,4,3,8,44,20,9,0.0,2,2,54.0,5.0,0,0,0,0.31000000000000005
4623,4,1,10,10,20,9,0.0,7,7,20.0,6.0,0,0,0,0.37
4624,4,2,3,17,20,9,0.0,23,23,27.0,6.0,1,0,0,0.41000000000000003
4625,4,1,10,40,20,9,-10.0,6,-10,50.0,7.0,0,0,1,0.44999999999999996
4626,4,1,20,30,20,9,0.0,27,27,40.0,5.0,0,0,0,0.48
4627,4,1,10,43,20,9,41.0,0,41,67.0,7.0,1,0,1,0.52
4628,4,0,0,2,20,15,0.0,0,0,108.0,7.0,0,0,0,0.54
4629,4,1,10,25,20,17,0.0,39,39,85.0,7.0,1,0,0,0.55
4630,4,2,12,38,20,17,0.0,4,4,48.0,6.0,0,0,0,0.64
4631,4,3,13,39,20,17,0.0,15,15,49.0,5.0,0,0,0,0.6799999999999999
4632,4,2,7,21,20,17,0.0,5,5,31.0,7.0,1,0,0,0.77
4633,4,1,10,25,27,17,0.0,8,8,35.0,6.0,1,0,0,0.85
4634,4,2,2,33,27,17,0.0,-9,-9,43.0,5.0,1,0,0,0.85
4635,4,3,11,24,27,17,0.0,15,15,34.0,4.0,0,0,0,0.87
4636,4,1,10,39,27,17,0.0,11,11,49.0,4.0,0,0,0,0.89
4637,4,1,10,50,27,17,0.0,0,0,60.0,4.0,0,0,0,0.91
4638,4,2,10,50,27,17,0.0,6,6,60.0,4.0,1,0,0,0.91
4639,4,3,4,44,27,17,0.0,10,10,66.0,4.0,0,0,0,0.94
4640,4,1,10,34,27,17,0.0,0,0,76.0,6.0,0,0,0,0.94
4641,4,2,10,34,27,17,0.0,20,20,76.0,4.0,0,0,0,0.95
4642,4,1,10,14,27,17,0.0,0,0,96.0,4.0,0,0,0,0.96
4643,4,2,10,14,27,17,0.0,-17,-17,96.0,6.0,0,0,0,0.97
4644,1,1,10,22,0,0,0.0,0,0,32.0,6.0,0,0,0,0.010000000000000009
4645,1,1,10,42,0,0,0.0,6,6,52.0,7.0,0,0,0,0.10999999999999999
4646,1,3,3,35,0,0,0.0,5,5,45.0,7.0,0,0,0,0.17000000000000004
4647,1,2,10,30,0,0,0.0,0,0,40.0,5.0,0,0,0,0.24
4648,1,3,10,30,0,0,0.0,0,0,40.0,5.0,0,0,0,0.24
4649,1,3,4,31,3,0,0.0,0,0,41.0,5.0,0,0,0,0.30000000000000004
4650,1,2,9,6,3,0,0.0,0,0,104.0,6.0,0,0,0,0.38
4651,1,3,12,12,3,0,0.0,10,10,98.0,6.0,0,0,0,0.49
4652,1,2,10,38,3,3,0.0,13,13,72.0,7.0,0,0,0,0.6
4653,1,2,7,20,3,3,0.0,0,0,30.0,6.0,0,0,0,0.69
4654,1,3,7,20,3,3,0.0,14,14,30.0,7.0,0,0,0,0.69
4655,1,2,5,5,3,3,0.0,0,0,15.0,7.0,0,0,0,0.78
4656,1,3,5,5,3,3,0.0,5,5,15.0,6.0,0,0,0,0.79
4657,1,2,10,25,10,3,0.0,8,8,35.0,6.0,0,0,0,0.8
4658,1,3,2,33,10,3,0.0,8,8,43.0,5.0,0,0,0,0.84
4659,1,3,5,46,10,3,0.0,0,0,56.0,6.0,0,0,0,0.95
4660,2,1,10,38,10,3,0.0,12,12,48.0,7.0,1,0,0,0.030000000000000027
4661,2,2,10,50,10,3,0.0,0,0,60.0,6.0,0,0,0,0.12
4662,2,3,10,50,10,3,0.0,0,0,60.0,6.0,0,0,0,0.13
4663,2,2,7,11,10,3,0.0,2,2,99.0,6.0,0,0,0,0.18000000000000005
4664,2,3,5,13,10,3,0.0,7,7,97.0,5.0,0,0,0,0.21999999999999997
4665,2,1,10,20,10,3,0.0,0,0,90.0,6.0,1,0,0,0.26
4666,2,3,8,22,10,3,0.0,0,0,88.0,6.0,0,0,0,0.31999999999999995
4667,2,3,4,32,10,3,0.0,-9,-9,42.0,6.0,0,0,0,0.43000000000000005
4668,2,1,10,33,10,3,0.0,0,0,77.0,7.0,1,0,0,0.48
4669,2,3,10,33,10,3,-10.0,10,-10,77.0,6.0,0,0,1,0.54
4670,2,1,10,40,10,3,0.0,11,11,70.0,6.0,0,0,0,0.61
4671,2,3,10,18,10,3,0.0,-7,-7,92.0,5.0,0,0,0,0.77
4672,2,1,10,46,15,3,0.0,8,8,56.0,6.0,0,0,0,0.89
4673,2,3,7,49,15,3,0.0,5,5,59.0,5.0,0,0,0,0.95
4674,2,1,10,16,15,3,0.0,15,15,94.0,6.0,0,0,0,0.97
4675,2,1,10,31,15,3,0.0,17,17,79.0,6.0,0,0,0,0.97
4676,2,1,10,48,15,3,5.0,0,5,62.0,7.0,0,0,1,0.98
4677,2,1,5,47,15,3,0.0,7,7,57.0,7.0,0,0,0,0.99
4678,2,1,10,40,15,3,0.0,0,0,50.0,4.0,0,0,0,0.99
4679,3,1,10,16,15,6,0.0,7,7,94.0,6.0,0,0,0,0.010000000000000009
4680,3,1,10,31,15,6,0.0,0,0,79.0,6.0,1,0,0,0.08999999999999997
4681,3,2,10,31,15,6,0.0,0,0,79.0,6.0,0,1,0,0.14
4682,3,3,10,31,15,6,0.0,0,0,79.0,6.0,0,0,0,0.14
4683,3,2,9,48,15,6,0.0,4,4,62.0,7.0,1,0,0,0.19999999999999996
4684,3,3,5,44,15,6,0.0,11,-5,66.0,7.0,0,0,0,0.24
4685,3,3,5,46,15,6,0.0,-3,-3,56.0,7.0,0,0,0,0.33999999999999997
4686,3,1,10,16,15,6,0.0,0,0,26.0,6.0,1,0,0,0.4
4687,3,2,12,43,15,6,0.0,0,0,67.0,7.0,1,0,0,0.49
4688,3,1,10,43,15,6,0.0,8,8,53.0,6.0,1,0,0,0.49
4689,3,2,2,49,15,6,0.0,-8,-8,61.0,6.0,1,0,0,0.53
4690,3,3,10,43,15,6,0.0,-8,-8,53.0,4.0,0,0,0,0.5800000000000001
4691,3,1,10,28,15,6,0.0,5,5,82.0,7.0,0,0,0,0.62
4692,3,2,5,33,15,6,0.0,24,24,77.0,6.0,0,0,0,0.6699999999999999
4693,3,2,9,42,15,6,0.0,2,2,52.0,7.0,0,0,0,0.77
4694,3,3,7,40,15,6,0.0,0,0,50.0,5.0,0,0,0,0.8200000000000001
4695,3,2,6,24,15,6,0.0,13,13,34.0,6.0,0,0,0,0.88
4696,3,2,10,37,15,6,0.0,0,0,47.0,6.0,0,0,0,0.95
4697,3,3,10,37,15,6,0.0,53,53,47.0,6.0,0,0,0,0.96
4698,4,1,18,17,15,13,0.0,8,8,27.0,6.0,0,0,0,0.0
